"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1992","13.106","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1991","12.836","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1990","12.707","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1989","12.640","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1988","12.706","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1987","12.605","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1985","12.116","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1980","12.724","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1979","12.756","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1978","12.430","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1977","12.193","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1976","12.079","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1975","11.982","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1974","11.947","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1973","12.249","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1972","11.770","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1971","12.178","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2022","16.546","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2021","16.498","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2020","16.409","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2019","16.351","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2018","16.277","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2017","16.185","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2016","16.192","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2015","16.200","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2013","16.079","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2012","15.932","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2011","15.788","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2010","15.776","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2009","15.619","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2008","15.630","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2007","15.619","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2006","15.541","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2005","15.479","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2004","15.470","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2003","15.413","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2002","15.300","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2001","15.396","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","2000","15.394","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1999","15.414","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1998","15.400","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1996","15.078","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1995","15.024","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1994","14.892","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1993","14.795","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1992","14.361","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1991","14.172","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1990","14.070","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1989","13.863","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1988","13.793","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1987","13.698","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1986","13.640","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1985","13.608","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1984","13.481","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1983","13.351","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1982","13.354","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1981","13.347","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1980","13.230","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1979","13.235","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Switzerland","CHE","1978","13.276","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","2013","8.480","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","2012","12.398","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","2011","12.148","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","2010","12.111","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","2009","11.901","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","2008","11.831","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","2007","11.846","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","2006","11.824","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","2005","11.667","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","2004","11.211","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","2003","10.800","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","2002","10.501","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1995","10.345","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1994","10.608","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1993","10.789","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1992","11.002","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1991","11.258","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1990","11.239","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1989","11.513","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1988","11.720","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1987","11.798","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1986","11.690","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1985","11.555","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1984","11.294","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1983","11.179","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1982","10.923","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1981","11.135","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1980","10.878","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1979","11.163","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1978","11.142","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1977","11.172","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1976","11.212","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1975","11.170","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1974","11.118","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1973","10.938","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1972","10.338","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Syrian Arab Republic","SYR","1971","10.225","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tajikistan","TJK","2013","11.724","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tajikistan","TJK","2012","11.759","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tajikistan","TJK","2011","11.849","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tajikistan","TJK","2010","11.950","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tajikistan","TJK","2009","11.949","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tajikistan","TJK","2008","12.057","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tajikistan","TJK","2007","11.912","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tajikistan","TJK","2006","12.061","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tajikistan","TJK","2005","11.871","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tajikistan","TJK","2004","11.622","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tajikistan","TJK","2003","11.520","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tajikistan","TJK","2002","11.164","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tajikistan","TJK","2001","10.983","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tajikistan","TJK","2000","10.735","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tajikistan","TJK","1999","10.373","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","2021","8.450","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","2019","8.639","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","2017","7.941","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","2016","7.662","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","2015","7.990","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","2010","9.760","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1997","5.523","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1996","5.295","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1995","5.312","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1994","5.479","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1993","5.689","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1992","5.589","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1991","5.544","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1987","5.424","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1986","5.600","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1985","5.920","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1983","7.428","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1982","7.737","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1979","7.391","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1978","7.301","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1977","5.953","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1976","5.429","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1975","4.728","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1974","4.005","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1973","3.744","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1972","3.535","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1971","3.327","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Tanzania","TZA","1970","3.194","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","2020","15.138","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","2016","15.738","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","2014","15.714","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","2013","13.158","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","2012","13.279","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","2011","13.459","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","2010","13.277","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","2009","13.385","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","2008","13.382","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","2007","13.460","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","2006","13.258","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","2005","13.242","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","2004","12.753","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","2002","12.792","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","2001","12.611","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","1993","9.643","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","1978","7.850","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","1977","7.767","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Thailand","THA","1976","7.663","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Timor-Leste","TLS","2010","13.353","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Timor-Leste","TLS","2009","13.310","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","2017","13.622","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","2007","11.497","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","2006","12.110","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","2005","11.706","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","2004","11.739","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","2003","11.686","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","2001","11.623","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","2000","11.353","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","1996","10.982","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","1995","10.616","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","1994","9.810","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","1992","9.126","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","1991","9.824","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","1990","9.383","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","1988","8.912","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","1987","8.704","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","1984","8.838","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","1983","10.016","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Togo","TGO","1982","10.775","male"
